label,scenario,detected,files_changed,files_before_detection,time_to_detect_sec,max_probability,entropy,uniform_dist,write_burst,dir_spread,rename_burst,suspicious_rename_target,header_mismatch,files_per_sec,extension_change_ratio,entropy_mean,entropy_max,uniform_mean,files_per_sec_max,write_burst_seen,dir_spread_seen,rename_burst_seen,suspicious_rename_target_seen,extension_change_ratio_max,header_mismatch_count
0,mass_move,1,49,43,0.621,0.9733,0.7394,1.4922,1,1,0,0,0,4.8,0,4.887,7.9982,1.6324,4.9,1,1,0,0,0,0
0,mass_extract,0,19,0,-1,0.4273,0.6184,1.61,1,1,0,0,0,1.9,0,4.3151,7.8313,1.5262,1.9,1,1,0,0,0,0
0,backup_snapshot,1,41,21,0.297,0.9789,0.9998,0.1875,1,1,0,0,1,2.1,0,4.6196,7.9984,1.647,4.1,1,1,0,0,0,3
0,mass_rename,1,57,31,0.432,0.9712,0.9998,0.1802,1,0,0,0,1,2.8,0,4.9314,7.9983,1.5625,2.9,1,0,0,0,0,3
0,mass_zip,0,5,0,-1,0.0743,0.992,0.2124,0,0,0,0,0,0.4,0,5.9294,7.9748,0.6179,0.5,0,0,0,0,0,0
0,bulk_append,0,23,0,-1,0.3009,0.744,1.4859,1,0,0,0,0,2.2,0,5.575,5.9522,1.55,2.3,1,0,0,0,0,0
0,temp_churn,0,53,0,-1,0.8521,0.6152,1.6118,1,0,0,0,0,4.5,0,4.7913,4.9219,1.7483,4.5,1,0,0,0,0,0
0,mass_delete,1,30,24,0.362,0.9521,0.9997,0.21,1,0,0,0,1,2.4,0,4.7653,7.9977,1.6293,3.1,1,0,0,0,0,2
0,backup_snapshot,1,41,38,0.532,0.9977,0.9998,0.1816,1,1,0,0,1,3.9,0,4.7781,7.9983,1.6314,4.1,1,1,0,0,0,2
0,mass_move,1,49,46,0.545,0.9695,0.6268,1.6177,1,1,0,0,0,4.9,0,4.9529,7.9981,1.598,4.9,1,1,0,0,0,0
0,mass_copy,0,26,0,-1,0.9163,0.9998,0.1821,1,0,0,0,1,1.9,0,4.8785,7.9981,1.5559,2.6,1,1,0,0,0,2
0,mass_extract,0,19,0,-1,0.4615,0.7398,1.4922,1,1,0,0,0,1.8,0,4.9896,7.9984,1.3979,1.9,1,1,0,0,0,0
1,baseline,1,6,5,0.098,0.9999,0.9977,0.2012,0,0,1,1,1,0.6,1,7.9818,7.9825,0.2009,0.6,0,0,1,1,1,6
1,no_extension,1,25,24,0.649,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9828,7.9854,0.1976,2.5,1,0,0,0,0,48
1,benign_extension_bak,1,25,24,0.438,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9828,7.9854,0.1978,2.5,1,0,0,0,0,25
1,benign_extension_tmp,1,25,24,0.88,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9827,7.9854,0.1976,2.5,1,0,0,0,0,25
1,inplace_overwrite,1,25,24,0.744,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9828,7.9854,0.198,2.5,1,0,0,0,0,46
1,reduced_speed,1,4,4,0.584,0.9999,0.9976,0.2051,0,0,1,1,1,0.4,1,7.982,7.9825,0.2039,0.4,0,0,1,1,1,5
1,partial_10pct,1,6,5,0.068,1,0.9833,0.3408,0,1,1,1,1,0.4,1,7.474,7.9832,0.4977,0.6,0,1,1,1,1,3
1,partial_25pct,1,6,5,0.104,0.9999,0.9976,0.2026,0,0,1,1,1,0.5,1,7.9473,7.9809,0.2202,0.6,0,0,1,1,1,3
1,targeted_filetypes,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,random_bytes,1,5,4,0.106,0.9999,0.9973,0.2114,0,0,1,1,1,0.5,1,7.9822,7.9849,0.1948,0.5,0,0,1,1,1,6
1,baseline,1,6,5,0.167,0.9999,0.9977,0.2012,0,0,1,1,1,0.6,1,7.9818,7.9825,0.2009,0.6,0,0,1,1,1,6
1,no_extension,1,25,24,0.851,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9828,7.9854,0.1976,2.5,1,0,0,0,0,49
1,benign_extension_bak,1,25,24,0.42,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9827,7.9854,0.1973,2.5,1,0,0,0,0,25
1,benign_extension_tmp,1,25,24,0.424,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9828,7.9854,0.1978,2.5,1,0,0,0,0,26
1,inplace_overwrite,1,25,24,0.383,0.9579,0.9978,0.1987,1,0,0,0,1,2.5,0,7.9826,7.9854,0.1974,2.5,1,0,0,0,0,32
1,reduced_speed,1,5,5,0.762,0.9999,0.9977,0.1914,0,0,1,1,1,0.5,1,7.9819,7.9825,0.2009,0.5,0,0,1,1,1,5
1,partial_10pct,1,19,5,0.236,1,0.9979,0.2075,0,1,1,1,1,0.7,1,7.1506,7.9982,0.6685,1.9,1,1,1,1,1,6
1,partial_25pct,1,6,5,0.093,1,0.9977,0.2041,0,1,1,1,1,0.4,1,7.4591,7.9984,0.5317,0.6,0,1,1,1,1,2
1,targeted_filetypes,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,random_bytes,1,6,5,0.072,0.9999,0.998,0.1812,0,0,1,1,1,0.6,1,7.9825,7.9855,0.1864,0.6,0,0,1,1,1,6
